ut,作者,题名,刊名,年,卷,期,issn,页码,单位,论文类型,影响因子,大类分区,二级单位,作者,备注
WOS:000383821400002,"Long, Lijun^Zhao, Jun",Adaptive fuzzy output-feedback dynamic surface control of MIMO switched nonlinear systems with unknown gain signs,FUZZY SETS AND SYSTEMS,2016,302,,0165-0114,27-51,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang, Peoples R China",Article,2.718,1,信息学院,龙离军,
WOS:000373888300003,"Long, Lijun^Zhao, Jun",Adaptive fuzzy output-feedback control for switched uncertain non-linear systems,IET CONTROL THEORY AND APPLICATIONS,2016,10,7,1751-8644,752-761,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",Article,2.536,3,信息学院,龙离军,
WOS:000367921400003,"Luo, Xinggang^Li, Wei^Kwong, C. K.^Cao, Yan",Optimisation of product family design with consideration of supply risk and discount,RESEARCH IN ENGINEERING DESIGN,2016,27,1,0934-9839,37-54,"Northeastern Univ, Dept Syst Engn, Sch Informat, Shenyang, Peoples R China",Article,2.297,3,信息学院,雒兴刚,
WOS:000379603200009,"Lv, Ri-qing^Zhao, Yong^Liu, Ming-Chen",Determination of refractive index by fiber-loop cavity ring-down spectroscopy and a long-period fiber grating,INSTRUMENTATION SCIENCE & TECHNOLOGY,2016,44,5,1073-9149,547-557,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,0.874,4,信息学院,吕日清,
WOS:000389465700003,Ma Da-Zhong^Li Xiao-Yu^Sun Qiu-Ye^Zhang Hua-Guang,Event-triggered heterogeneous master-slave synchronization with sampled-data control,ACTA PHYSICA SINICA,2016,65,20,1000-3290,-,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.624,4,信息学院,马大中,
WOS:000389892000001,"Ma, Hong-Jun^Yang, Guang-Hong",Adaptive Fault Tolerant Control of Cooperative Heterogeneous Systems With Actuator Faults and Unreliable Interconnections,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,2016,61,11,0018-9286,3240-3255,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,4.27,2,信息学院,马宏军,
WOS:000380068900002,"Ma, Hong Jun^Yang, Guang-Hong",Simultaneous fault diagnosis for robot manipulators with actuator and sensor faults,INFORMATION SCIENCES,2016,366,,0020-0255,12-30,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Peoples R China",Article,4.832,2,信息学院,马宏军,
WOS:000377412800026,"Wang, Xiaojun^Yuan, Ping^Mao, Zhizhong",The Modified Feature Subsets Ensemble Applied for the Mach Number Prediction in Wind Tunnel,IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,2016,52,2,0018-9251,863-874,"Northeastern Univ, Coll Informat Sci & Engn, Inst Automatizat, Shenyang 110004, Peoples R China",Article,1.975,3,信息学院,毛志忠,
WOS:000360556300012,"Zhang, Bi^Mao, Zhizhong",Adaptive control of stochastic Hammerstein-Wiener nonlinear systems with measurement noise,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2016,47,1,0020-7721,162-178,"Northeastern Univ, Inst Automat, Coll Informat Sci & Engn, Shenyang, Peoples R China",Article,2.285,3,信息学院,毛志忠,
WOS:000372101500004,"Zhang, Bi^Hong, Hyokchan^Mao, Zhizhong",Adaptive control of Hammerstein-Wiener nonlinear systems,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2016,47,9,0020-7721,2032-2047,"Northeastern Univ, Coll Informat Sci & Engn, Inst Automat, Shenyang, Peoples R China",Article,2.285,3,信息学院,毛志忠,
WOS:000384517800013,"Zhang, Bi^Mao, Zhizhong",Modeling and Control of Wiener Systems Using Multiple Models and Neural Networks: Application to a Simulated pH Process,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,2016,55,38,0888-5885,1014-1015,"Northeastern Univ, Coll Informat Sci & Engn, Wenhua Rd, Shenyang, Liaoning, Peoples R China",Article,2.843,2,信息学院,毛志忠,
WOS:000382969600013,"Wang, Xiaojun^Yuan, Ping^Mao, Zhizhong^Du, Ning",The Mach number prediction based on the feature subsets ensemble in transonic wind tunnel,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART G-JOURNAL OF AEROSPACE ENGINEERING,2016,230,12,0954-4100,2306-2319,"Northeastern Univ, Inst Automatizat, Shenyang 110004, Peoples R China",Review,0.809,4,信息学院,毛志忠,
WOS:000374419600006,"Zhang, Bi^Mao, Zhizhong",A modified robust self-tuning controller for Hammerstein nonlinear systems with asymmetric deadzone input nonlinearity,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART I-JOURNAL OF SYSTEMS AND CONTROL ENGINEERING,2016,230,5,0959-6518,436-451,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,1.42,4,信息学院,毛志忠,
WOS:000389683100002,"Lu, Meng^Xiang, Jing",Frequency specific patterns of resting-state networks development from childhood to adolescence: A magnetoencephalography study,BRAIN & DEVELOPMENT,2016,38,10,0387-7604,893-902,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110000, Liaoning, Peoples R China",Article,1.52,4,信息学院,孟琭,
WOS:000381062800019,"Niu, Dapeng^Zhang, Long^Wang, Fuli",Modeling and Parameter Updating for Nosiheptide Fed-Batch Fermentation Process,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,2016,55,30,0888-5885,8395-8402,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,2.843,2,信息学院,牛大鹏,
WOS:000386247700007,"Su, Lijie^Tang, Lixin^Grossmann, Ignacio E.",Scheduling of cracking production process with feedstocks and energy constraints,COMPUTERS & CHEMICAL ENGINEERING,2016,94,,0098-1354,92-103,"Northeastern Univ, Inst Ind Engn & Logist Optimizat, Shenyang 110819, Peoples R China",Article,3.024,2,信息学院,苏丽杰,
WOS:000378530300027,"Sun, Qiuye^Huang, Bonan^Li, Dashuang^Ma, Dazhong^Zhang, Yibin",Optimal Placement of Energy Storage Devices in Microgrids via Structure Preserving Energy Function,IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,2016,12,3,1551-3203,1166-1179,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,6.764,1,信息学院,孙秋野,
WOS:000373959400003,"Tang, Lixin^Sun, Defeng^Liu, Jiyin",Integrated storage space allocation and ship scheduling problem in bulk cargo terminals,IIE TRANSACTIONS,2016,48,5,0740-817X,428-439,"Northeastern Univ, Inst Ind Engn & Logist Optimizat, Shenyang 110819, Peoples R China",Article,1.451,4,信息学院,唐立新,
WOS:000375601800007,"Tang, Lixin^Meng, Ying^Chen, Zhi-Long^Liu, Jiyin",Coil Batching to Improve Productivity and Energy Utilization in Steel Production,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,2016,18,2,1523-4614,262-279,"Northeastern Univ, Liaoning Key Lab Mfg Syst & Logist, Inst Ind Engn & Logist Optimizat, Shenyang 110819, Peoples R China",Article,1.683,3,信息学院,唐立新,
WOS:000386741300053,"Wang, Gang^Liu, Jinhai^Lu, Senxiang",Stability analysis and stabilization for fuzzy hyperbolic time-delay system based on delay partitioning approach,NEUROCOMPUTING,2016,214,,0925-2312,555-566,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,3.317,2,信息学院,汪刚,
WOS:000367276900058,"Chen, Yang^Wang, Dazhi^Tong, Shaocheng",Forecasting studies by designing Mamdani interval type-2 fuzzy logic systems: With the combination of BP algorithms and KM algorithms,NEUROCOMPUTING,2016,174,,0925-2312,1133-1146,"Northeastern Univ, Inst Power Syst & Power Drives, Shenyang 110819, Peoples R China",Article,3.317,2,信息学院,王大志,
WOS:000376543200018,"Gao, Qingzhong^Wang, Dazhi^Zhao, Yan",Fuzzy observer-based output feedback control design of discrete-time nonlinear systems: An extended dimension approach,NEUROCOMPUTING,2016,196,,0925-2312,167-174,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,3.317,2,信息学院,王大志,
WOS:000374026200002,"Shi, Tongyu^Wang, Dazhi^Li, Zhao^Zheng, Di",Modeling of disk-type permanent magnet eddy-current driver based on soft measurement method and performance analysis,INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,2016,50,4,1383-5416,525-535,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang, Liaoning, Peoples R China",Article,0.769,4,信息学院,王大志,
WOS:000388196100006,"Li, Yunlu^Wang, Dazhi^Han, Wei^Tan, Sen^Guo, Xifeng",Performance Improvement of Quasi-Type-1 PLL by using a Complex Notch Filter,IEEE ACCESS,2016,4,,2169-3536,6272-6282,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,3.244,3,信息学院,王大志,
WOS:000370195600009,"Yuan, Qingyun^Wang, Fuli^He, Dakuo^Wang, Hong^Liu, Tan",A NEW PLANT-WIDE OPTIMIZATION METHOD AND ITS APPLICATION TO HYDROMETALLURGY PROCESS,CANADIAN JOURNAL OF CHEMICAL ENGINEERING,2016,94,2,0008-4034,273-280,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang, Peoples R China",Article,1.356,4,信息学院,王福利,
WOS:000379556300017,"Lu, Yunsong^Wang, Fuli^Jia, Mingxing^Qi, Yuanchen",Centrifugal compressor fault diagnosis based on qualitative simulation and thermal parameters,MECHANICAL SYSTEMS AND SIGNAL PROCESSING,2016,81,,0888-3270,259-273,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Peoples R China",Article,4.116,2,信息学院,王福利,
WOS:000373223700001,"Sun, Chao^Wang, Fuli^He, Xiqin",Delay-dependent stability and stabilization criteria for T-S fuzzy singular systems with interval time-varying delay by improved delay partitioning approach,SPRINGERPLUS,2016,5,,2193-1801,-,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,1.13,4,信息学院,王福利,
WOS:000393612100001,"Sun, Chao^Wang, Fuli^He, Xiqin",Robust dynamic output feedback fault-tolerant control for Takagi-Sugeno fuzzy systems with interval time-varying delay via improved delay partitioning approach,OPEN MATHEMATICS,2016,14,,2391-5455,986-1006,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,0.565,4,信息学院,王福利,
WOS:000367809300003,"Wang, Hongfeng^Fu, Yaping^Huang, Min^Wang, Junwei",Multiobjective optimisation design for enterprise system operation in the case of scheduling problem with deteriorating jobs,ENTERPRISE INFORMATION SYSTEMS,2016,10,3,1751-7575,268-285,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Peoples R China",Article,1.908,2,信息学院,王洪峰,
WOS:000384783900020,"Wang, Huimin^Yang, Guang-Hong",Dynamic output feedback controller design for affine T-S fuzzy systems with quantized measurements,ISA TRANSACTIONS,2016,64,,0019-0578,202-215,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,3.394,2,信息学院,王慧敏,
WOS:000370526600002,"Wang, Huimin^Yang, Guang-Hong",H-infinity controller design for affine fuzzy systems based on piecewise Lyapunov functions in finite-frequency domain,FUZZY SETS AND SYSTEMS,2016,290,,0165-0114,22-38,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,2.718,1,信息学院,王慧敏,
WOS:000386076600005,"Wang, Huimin^Yang, Guang-Hong^Ye, Dan",Fault Detection and Isolation for Affine Fuzzy Systems With Sensor Faults,IEEE TRANSACTIONS ON FUZZY SYSTEMS,2016,24,5,1063-6706,1058-1071,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,7.671,1,信息学院,王慧敏,
WOS:000386076600011,"Wang, Huimin^Yang, Guang-Hong",Decentralized State Feedback Control of Uncertain Affine Fuzzy Large-Scale Systems With Unknown Interconnections,IEEE TRANSACTIONS ON FUZZY SYSTEMS,2016,24,5,1063-6706,1134-1146,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,7.671,1,信息学院,王慧敏,
WOS:000379475200001,"Wang, Chao^Wang, Jianhui^Gu, Shusheng",Deep Network Based on Stacked Orthogonal Convex Incremental ELM Autoencoders,MATHEMATICAL PROBLEMS IN ENGINEERING,2016,,,1024-123X,-,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,0.802,4,信息学院,王建辉,
WOS:000389865500010,"Dong, Liang^Wang, Jian-Hui^Gu, Shu-Sheng^Shi, Yuan-Bo^Zhao, Fang-Mei",Adaptive Synchronization of Leader-Follower Networked Systems against Communication Attenuation and Actuators Faults,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,2016,14,6,1598-6446,1484-1492,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.687,4,信息学院,王建辉,
WOS:000378507600013,"Wang, Jiao^Xiong, Zhiwei^Wang, Zekun^Zhang, Yikai^Wu, Feng",FPGA Design and Implementation of Kinect-Like Depth Sensing,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,2016,26,6,1051-8215,1175-1186,"Northeastern Univ, Shenyang 110000, Peoples R China",Article,3.599,2,信息学院,王骄,
WOS:000369944200061,"Wang, Luheng",Differential structure realization in humidity sensor,SENSORS AND ACTUATORS B-CHEMICAL,2016,227,,0925-4005,482-487,"Northeastern Univ, Coll Informat Sci & Engn, Beijing, Peoples R China",Article,5.401,1,信息学院,王璐珩,
WOS:000372368700045,"Wang, Luheng",Stretchable Eddy Current Noncontact Gap Sensor Based on Spiral Conductive Polymer Composite,IEEE-ASME TRANSACTIONS ON MECHATRONICS,2016,21,2,1083-4435,1072-1079,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,4.357,2,信息学院,王璐珩,
WOS:000377397600013,"Wang, Qi^Du, Chao^Zhang, Jiaming^Lv, Riqing^Zhao, Yong",Sensitivity-enhanced temperature sensor based on PDMS-coated long period fiber grating,OPTICS COMMUNICATIONS,2016,377,,0030-4018,89-93,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,1.588,3,信息学院,王琦,
WOS:000363815800022,"Wang, Qi^Wei, Wenqing^Guo, Mengjuan^Zhao, Yong",Optimization of cascaded fiber tapered Mach-Zehnder interferometer and refractive index sensing technology,SENSORS AND ACTUATORS B-CHEMICAL,2016,222,,0925-4005,159-165,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,5.401,1,信息学院,王琦,
WOS:000366759500027,"Wang, Qi^Kong, Lingxin^Dang, Yunli^Xia, Feng^Zhang, Yongwei^Zhao, Yong^Hu, Haifeng^Li, Jin",High sensitivity refractive index sensor based on splicing points tapered SMF-PCF-SMF structure Mach-Zehnder mode interferometer,SENSORS AND ACTUATORS B-CHEMICAL,2016,225,,0925-4005,213-220,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,5.401,1,信息学院,王琦,
WOS:000367142000001,"Liu, Xu^Wang, Qi^Li, Chunyue^Zhao, Chengwu^Zhao, Yong",Characteristics of slow light from coupled fiber ring resonators,INSTRUMENTATION SCIENCE & TECHNOLOGY,2016,44,2,1073-9149,115-126,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,0.874,4,信息学院,王琦,
WOS:000371928500002,"Liu, Xu^Wang, Qi^Li, Chunyue^Zhao, Chengwu^Zhao, Yong^Hu, Haifeng^Li, Jin",Refractive index sensor based on fiber loop ring-down spectroscopy,INSTRUMENTATION SCIENCE & TECHNOLOGY,2016,44,3,1073-9149,241-248,"Northeastern Univ, Coll Informat Sci & Engn, POB 321, Shenyang 110819, Peoples R China",Article,0.874,4,信息学院,王琦,
WOS:000379603200002,"Guo, Mengjuan^Kong, Lingxin^Ji, Gaoqing^Wang, Qi^Li, Jin^Hu, Haifeng",Characterization of whispering gallery mode slow light in microspheres,INSTRUMENTATION SCIENCE & TECHNOLOGY,2016,44,5,1073-9149,458-470,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,0.874,4,信息学院,王琦,
WOS:000379603200003,"Wu, Longcan^Wang, Qi^Guo, Mengjuan^Du, Chao^Zhang, Ya-nan",Characterization of displacement sensing based on fiber optic microbend losses,INSTRUMENTATION SCIENCE & TECHNOLOGY,2016,44,5,1073-9149,471-482,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,0.874,4,信息学院,王琦,
WOS:000378756500049,"Wang, Qi^Li, Chunyue^Zhao, Chengwu^Li, Weizheng",Guided-Mode-Leaky-Mode-Guided-Mode Fiber Interferometer and Its High Sensitivity Refractive Index Sensing Technology,SENSORS,2016,16,6,1424-8220,-,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,2.677,3,信息学院,王琦,
WOS:000373869400008,"Wang, Xianpeng^Tang, Lixin",An adaptive multi-population differential evolution algorithm for continuous multi-objective optimization,INFORMATION SCIENCES,2016,348,,0020-0255,124-141,"Northeastern Univ, Inst Ind Engn & Logist Optimizat, Shenyang 110819, Peoples R China",Article,4.832,2,信息学院,王显鹏,
WOS:000395526300009,"Wang, Zhanshan^Jon, Ryongho^Luo, Chaomin^Jong, Myongguk",ROBUST SPEED ESTIMATION OF SENSORLESS PMSM BASED ON NEURAL NETWORKS ADAPTIVE OBSERVER,INTERNATIONAL JOURNAL OF ROBOTICS & AUTOMATION,2016,31,5,0826-8185,428-438,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Peoples R China",Article,0.674,4,信息学院,王占山,
WOS:000388548900005,"Ding, Sanbo^Wang, Zhanshan^Wang, Jidong^Zhang, Huaguang",H-infinity state estimation for memristive neural networks with time-varying delays: The discrete-time case,NEURAL NETWORKS,2016,84,,0893-6080,47-56,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,5.287,2,信息学院,王占山,
WOS:000376647800012,"Liu, Lei^Wang, Zhanshan^Zhang, Huaguang",Adaptive dynamic surface error constrained control for MIMO systems with backlash-like hysteresis via prediction error technique,NONLINEAR DYNAMICS,2016,84,4,0924-090X,1989-2002,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,3.464,2,信息学院,王占山,
WOS:000367276900047,"Tian, Hui^Wang, Zhanshan^Hou, Yanfang^Zhang, Huaguang",State feedback controller design for synchronization of master-slave Boolean networks based on core input-state cycles,NEUROCOMPUTING,2016,174,,0925-2312,1031-1037,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,3.317,2,信息学院,王占山,
WOS:000386741300007,"Ding, Sanbo^Wang, Zhanshan^Wu, Yanming^Zhang, Huaguang",Stability criterion for delayed neural networks via Wirtinger-based multiple integral inequality,NEUROCOMPUTING,2016,214,,0925-2312,53-60,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,3.317,2,信息学院,王占山,
WOS:000386940300015,"Wang, Zhanshan^Ding, Sanbo^Huang, Zhanjun^Zhang, Huaguang",Exponential Stability and Stabilization of Delayed Memristive Neural Networks Based on Quadratic Convex Combination Method,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,2016,27,11,2162-237X,2337-2350,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,6.108,1,信息学院,王占山,
WOS:000375722300003,"Wang, Zhanshan^Liu, Lei^Zhang, Huaguang^Xiao, Geyang",Fault-Tolerant Controller Design for a Class of Nonlinear MIMO Discrete-Time Systems via Online Reinforcement Learning Algorithm,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS,2016,46,5,2168-2216,611-622,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,2.35,3,信息学院,王占山,
